relative_path,scene_type,continent,label_name,lat_bin,lon_bin
Africa\shard0_30761.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_30144.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_21567.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_33451.jpg,outdoor,Africa,Africa,11,20
Africa\shard0_31212.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_00401.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_00540.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_30177.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_28442.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_33121.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_31961.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_31003.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_31567.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_32694.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_19433.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_30823.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_33281.jpg,outdoor,Africa,Africa,7,19
Africa\shard0_03368.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32172.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_33723.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_30762.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_30792.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_32329.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_30959.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_32447.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32110.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_31169.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_30113.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_33244.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_33423.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_23692.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_26502.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_03086.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_30050.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_30808.jpg,outdoor,Africa,Africa,7,19
Africa\shard0_04721.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_29085.jpg,outdoor,Africa,Africa,11,18
Africa\shard0_09833.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32431.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_05290.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_31116.jpg,outdoor,Africa,Africa,10,16
Africa\shard0_19339.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_11471.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_32251.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32287.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_07002.jpg,outdoor,Africa,Africa,11,18
Africa\shard0_31058.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_04652.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_32340.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32148.jpg,outdoor,Africa,Africa,12,19
Africa\shard0_32127.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32821.jpg,outdoor,Africa,Africa,9,17
Africa\shard0_30579.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_31136.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_33102.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_31046.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_06038.jpg,outdoor,Africa,Africa,9,17
Africa\shard0_08737.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_30814.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_17351.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_25628.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_30136.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_30779.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_31130.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_31008.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_16494.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_10354.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32331.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_31474.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_18302.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_31142.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_32448.jpg,outdoor,Africa,Africa,10,16
Africa\shard0_30876.jpg,outdoor,Africa,Africa,9,18
Africa\shard0_31741.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_31397.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_33746.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_30963.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_16597.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_12645.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_33299.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_07561.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32393.jpg,outdoor,Africa,Africa,6,22
Africa\shard0_30859.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_32914.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30630.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_15228.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_23189.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_28336.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_32258.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_33816.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_30035.jpg,outdoor,Africa,Africa,9,19
Africa\shard0_09055.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_30983.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_31579.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32442.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32223.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_31958.jpg,outdoor,Africa,Africa,12,20
Africa\shard0_32504.jpg,outdoor,Africa,Africa,7,21
Africa\shard0_33394.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_28046.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32906.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_30225.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_21453.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_32457.jpg,outdoor,Africa,Africa,11,17
Africa\shard0_32548.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_28147.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_32288.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_32859.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_23213.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32238.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_32722.jpg,outdoor,Africa,Africa,9,17
Africa\shard0_06953.jpg,outdoor,Africa,Africa,7,22
Africa\shard0_08955.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_32314.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_03896.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_32284.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30483.jpg,outdoor,Africa,Africa,11,20
Africa\shard0_30469.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32505.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_31426.jpg,outdoor,Africa,Africa,12,18
Africa\shard0_32851.jpg,outdoor,Africa,Africa,7,21
Africa\shard0_07514.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_07849.jpg,outdoor,Africa,Africa,5,20
Africa\shard0_31589.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_07725.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_30523.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_32294.jpg,outdoor,Africa,Africa,10,16
Africa\shard0_32141.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_30442.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_33662.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32800.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_30303.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_33214.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_31559.jpg,outdoor,Africa,Africa,9,18
Africa\shard0_31737.jpg,outdoor,Africa,Africa,12,18
Africa\shard0_09687.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_31192.jpg,outdoor,Africa,Africa,6,19
Africa\shard0_31549.jpg,outdoor,Africa,Africa,5,20
Africa\shard0_06132.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_25731.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_31792.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_21658.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_20134.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_13479.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_33564.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_30190.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_11247.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32444.jpg,outdoor,Africa,Africa,8,22
Africa\shard0_23251.jpg,outdoor,Africa,Africa,5,20
Africa\shard0_33720.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_00888.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_30494.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_23688.jpg,outdoor,Africa,Africa,11,16
Africa\shard0_31057.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30226.jpg,outdoor,Africa,Africa,5,20
Africa\shard0_33704.jpg,outdoor,Africa,Africa,8,20
Africa\shard0_33890.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30913.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_30531.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_33491.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_13358.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_30692.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_33499.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_30848.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_16081.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_33724.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_33630.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_31413.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_33899.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_00727.jpg,outdoor,Africa,Africa,8,19
Africa\shard0_31277.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_32625.jpg,outdoor,Africa,Africa,8,22
Africa\shard0_30134.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30015.jpg,outdoor,Africa,Africa,9,19
Africa\shard0_32012.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32560.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_23857.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_33664.jpg,outdoor,Africa,Africa,9,22
Africa\shard0_30187.jpg,outdoor,Africa,Africa,10,16
Africa\shard0_32307.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_31512.jpg,outdoor,Africa,Africa,10,16
Africa\shard0_32559.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_30799.jpg,outdoor,Africa,Africa,9,17
Africa\shard0_32529.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_31775.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_33043.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_33650.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_30455.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30810.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_32102.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_20377.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_20643.jpg,outdoor,Africa,Africa,6,21
Africa\shard0_33657.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_19138.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_07560.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_13560.jpg,outdoor,Africa,Africa,10,21
Africa\shard0_33768.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32016.jpg,outdoor,Africa,Africa,7,21
Africa\shard0_33574.jpg,outdoor,Africa,Africa,12,19
Africa\shard0_12197.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_32335.jpg,outdoor,Africa,Africa,10,21
Africa\shard0_30327.jpg,outdoor,Africa,Africa,7,22
Africa\shard0_32678.jpg,outdoor,Africa,Africa,11,20
Africa\shard0_30718.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_32750.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_30700.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_31870.jpg,outdoor,Africa,Africa,6,20
Africa\shard0_30096.jpg,outdoor,Africa,Africa,11,21
Africa\shard0_30222.jpg,outdoor,Africa,Africa,7,21
Africa\shard0_00112.jpg,outdoor,Africa,Africa,8,19
Africa\shard0_30139.jpg,outdoor,Africa,Africa,9,18
Africa\shard0_33620.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_30618.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_33115.jpg,outdoor,Africa,Africa,12,21
Africa\shard0_32309.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32289.jpg,outdoor,Africa,Africa,8,21
Africa\shard0_32567.jpg,outdoor,Africa,Africa,9,21
Africa\shard0_31597.jpg,outdoor,Africa,Africa,10,17
Africa\shard0_15783.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_30495.jpg,outdoor,Africa,Africa,5,19
Africa\shard0_11616.jpg,outdoor,Africa,Africa,12,17
Africa\shard0_31695.jpg,outdoor,Africa,Africa,7,20
Africa\shard0_30809.jpg,outdoor,Africa,Africa,8,21
