relative_path,scene_type,continent,label_name,lat_bin,lon_bin
outdoor-Europe\shard0_12905.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_42046.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_20158.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_06883.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_05771.jpg,outdoor,Europe,outdoor-Europe,12,17
outdoor-Europe\shard0_27061.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_41182.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_10825.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_18725.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_24186.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_05384.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_27539.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_16864.jpg,outdoor,Europe,outdoor-Europe,13,20
outdoor-Europe\shard0_06624.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_48922.jpg,outdoor,Europe,outdoor-Europe,14,25
outdoor-Europe\shard0_15984.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_29137.jpg,outdoor,Europe,outdoor-Europe,15,21
outdoor-Europe\shard0_12000.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_09034.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_13332.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_22913.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_02829.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_42529.jpg,outdoor,Europe,outdoor-Europe,14,23
outdoor-Europe\shard0_45214.jpg,outdoor,Europe,outdoor-Europe,15,19
outdoor-Europe\shard0_21555.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_28156.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_42026.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_48862.jpg,outdoor,Europe,outdoor-Europe,14,26
outdoor-Europe\shard0_45073.jpg,outdoor,Europe,outdoor-Europe,13,21
outdoor-Europe\shard0_23724.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_09770.jpg,outdoor,Europe,outdoor-Europe,12,20
outdoor-Europe\shard0_25785.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_14392.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_19263.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_24881.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_09204.jpg,outdoor,Europe,outdoor-Europe,15,15
outdoor-Europe\shard0_18512.jpg,outdoor,Europe,outdoor-Europe,14,24
outdoor-Europe\shard0_03324.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_45191.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_29551.jpg,outdoor,Europe,outdoor-Europe,12,17
outdoor-Europe\shard0_27869.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_10308.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_26934.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_20310.jpg,outdoor,Europe,outdoor-Europe,15,19
outdoor-Europe\shard0_04833.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_45700.jpg,outdoor,Europe,outdoor-Europe,15,23
outdoor-Europe\shard0_18750.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_10060.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_18343.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_01687.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_16294.jpg,outdoor,Europe,outdoor-Europe,12,20
outdoor-Europe\shard0_28964.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_45598.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_00393.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_17420.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_06608.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_06108.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_47966.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_11983.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_17947.jpg,outdoor,Europe,outdoor-Europe,12,20
outdoor-Europe\shard0_09728.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_27128.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_00830.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_27395.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_21888.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_24478.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_20959.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_43260.jpg,outdoor,Europe,outdoor-Europe,14,29
outdoor-Europe\shard0_46267.jpg,outdoor,Europe,outdoor-Europe,14,21
outdoor-Europe\shard0_00696.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_47239.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_43252.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_08669.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_26438.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_27556.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_48967.jpg,outdoor,Europe,outdoor-Europe,15,25
outdoor-Europe\shard0_00248.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_02162.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_20765.jpg,outdoor,Europe,outdoor-Europe,12,17
outdoor-Europe\shard0_22830.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_18881.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_48088.jpg,outdoor,Europe,outdoor-Europe,13,22
outdoor-Europe\shard0_41476.jpg,outdoor,Europe,outdoor-Europe,15,29
outdoor-Europe\shard0_28256.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_03519.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_00753.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_48340.jpg,outdoor,Europe,outdoor-Europe,13,20
outdoor-Europe\shard0_18401.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_10968.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_42586.jpg,outdoor,Europe,outdoor-Europe,14,32
outdoor-Europe\shard0_46803.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_21206.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_16385.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_42099.jpg,outdoor,Europe,outdoor-Europe,14,34
outdoor-Europe\shard0_18262.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_18549.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_25678.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_10317.jpg,outdoor,Europe,outdoor-Europe,12,17
outdoor-Europe\shard0_15945.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_43165.jpg,outdoor,Europe,outdoor-Europe,15,29
outdoor-Europe\shard0_09353.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_26227.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_00846.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_42236.jpg,outdoor,Europe,outdoor-Europe,14,22
outdoor-Europe\shard0_29648.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_46839.jpg,outdoor,Europe,outdoor-Europe,14,34
outdoor-Europe\shard0_05030.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_25067.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_21416.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_08361.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_41494.jpg,outdoor,Europe,outdoor-Europe,14,26
outdoor-Europe\shard0_18380.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_04751.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_15813.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_01633.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_45921.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_26392.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_03009.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_05562.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_16084.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_04868.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_09231.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_13691.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_18165.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_47580.jpg,outdoor,Europe,outdoor-Europe,14,21
outdoor-Europe\shard0_01307.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_23905.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_22255.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_48646.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_08371.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_27698.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_29680.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_21126.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_46229.jpg,outdoor,Europe,outdoor-Europe,15,24
outdoor-Europe\shard0_05176.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_41238.jpg,outdoor,Europe,outdoor-Europe,14,24
outdoor-Europe\shard0_43564.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_16650.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_46733.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_05177.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_13989.jpg,outdoor,Europe,outdoor-Europe,14,20
outdoor-Europe\shard0_12400.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_05770.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_47872.jpg,outdoor,Europe,outdoor-Europe,13,22
outdoor-Europe\shard0_29069.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_00201.jpg,outdoor,Europe,outdoor-Europe,13,20
outdoor-Europe\shard0_24852.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_47015.jpg,outdoor,Europe,outdoor-Europe,13,20
outdoor-Europe\shard0_08948.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_07431.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_10822.jpg,outdoor,Europe,outdoor-Europe,13,17
outdoor-Europe\shard0_15692.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_28894.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_29733.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_09914.jpg,outdoor,Europe,outdoor-Europe,14,21
outdoor-Europe\shard0_27910.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_45493.jpg,outdoor,Europe,outdoor-Europe,15,20
outdoor-Europe\shard0_02949.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_29239.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_02090.jpg,outdoor,Europe,outdoor-Europe,12,18
outdoor-Europe\shard0_22636.jpg,outdoor,Europe,outdoor-Europe,13,19
outdoor-Europe\shard0_13589.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_25102.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_22975.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_42448.jpg,outdoor,Europe,outdoor-Europe,14,22
outdoor-Europe\shard0_01710.jpg,outdoor,Europe,outdoor-Europe,13,18
outdoor-Europe\shard0_48177.jpg,outdoor,Europe,outdoor-Europe,13,20
outdoor-Europe\shard0_01211.jpg,outdoor,Europe,outdoor-Europe,14,19
outdoor-Europe\shard0_12702.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_19251.jpg,outdoor,Europe,outdoor-Europe,14,18
outdoor-Europe\shard0_01560.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_26521.jpg,outdoor,Europe,outdoor-Europe,14,17
outdoor-Europe\shard0_03538.jpg,outdoor,Europe,outdoor-Europe,14,20
